record_id,external_station_id,candidate_rank,match_score,score_margin,match_method,distance_m,operator_match,postcode_match,address_token_overlap,shared_address_token_count,power_compatible,input_operator,external_operator,input_address,input_power_kw,input_plug_count,external_title,external_address_line_1,external_address_line_2,external_town,external_postcode,connector_types,external_power_kw_values,external_connection_quantity,external_number_of_points,external_status,external_usage_type,external_usage_cost,external_last_verified,data_provider,suggested_decision,suggested_reason,review_decision,review_notes
ev_907e47894a28558ce9ede062bd7f652a5743ad7514f94a3916b0eab8a315d0a5,16228,4,8,,rejected_candidate,3287200.2,True,False,0.5,1,False,Chargefox,Chargefox,"17 Smith St, Sydney, 2067",47.0,6,"Department of Biodiversity, Conservation and Attractions KMCSC",17 Dick Perry Ave,,Kensington,6151,Type 2 (Socket Only),7,2,1,Operational,Private - Restricted Access,,2022-12-23T21:59:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_907e47894a28558ce9ede062bd7f652a5743ad7514f94a3916b0eab8a315d0a5,266872,5,7,,rejected_candidate,1477.4,True,True,0.0,0,False,Chargefox,Chargefox,"17 Smith St, Sydney, 2067",47.0,6,Chatswood Chase Chargefox,345 Victoria Avenue,,Chatswood,2067,CCS (Type 2),120,2,2,Operational,Public - Membership Required,$0.45/kWh,2023-07-13T08:44:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_907e47894a28558ce9ede062bd7f652a5743ad7514f94a3916b0eab8a315d0a5,272694,6,1,,rejected_candidate,2773.2,False,False,0.0,0,True,Chargefox,Evie,"17 Smith St, Sydney, 2067",47.0,6,Northbridge Plaza,9 Eastern Valley Way,,Northbridge,2063,CCS (Type 2) | CHAdeMO,50,4,1,Operational,Public - Membership Required,,2023-07-16T23:09:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_f66b004646dfb235cc596c8c421fb1a5ccb4afd04aded96e19aa7d6b8f19f403,192687,1,16,16,operator_postcode_address,236.6,True,True,1.0,2,True,JOLT,Jolt,"17 Stanley St, Sydney, 2210",25.0,2,Stanley St Peakhurst NSW,17-25 Stanley St,, Peakhurst ,2210,CCS (Type 2) | CHAdeMO,25,2,2,Operational,Public - Pay At Location,0.40,2023-06-06T12:14:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_postcode_address.,,
ev_0d5b32871d5bc6906b4287c8218180841e0651cf394b92b438c6d27c7596ec05,191177,1,14,7,operator_postcode_address,517757.6,True,True,1.0,3,True,NRMA,NRMA,"17 Stewart St, Wollongong NSW 2500, Australia",75.0,4,Stewart Street Carpark [NRMA],17 Stewart Street,,Wollongong,2500,CCS (Type 2) | CHAdeMO,50 | 75 | 150,4,2,Operational,Public,FREE,2023-02-20T17:51:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_postcode_address.,,
ev_0d5b32871d5bc6906b4287c8218180841e0651cf394b92b438c6d27c7596ec05,266480,2,7,,rejected_candidate,119.8,True,False,0.0,0,True,NRMA,NRMA,"17 Stewart St, Wollongong NSW 2500, Australia",75.0,4,NRMA Inverell,59 Evans Street,,Inverell ,2360,CCS (Type 2) | CHAdeMO,50 | 70,2,1,Operational,Public - Membership Required,FREE,2023-06-06T12:14:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_0d5b32871d5bc6906b4287c8218180841e0651cf394b92b438c6d27c7596ec05,235461,3,6,,rejected_candidate,517299.8,False,True,0.333,1,True,NRMA,Evie,"17 Stewart St, Wollongong NSW 2500, Australia",75.0,4,Wollongong Central - Regent St Carpark,Regent Street,,Wollongong,2500,CCS (Type 2) | CHAdeMO,50,4,1,Operational,Public - Membership Required,50c per kWh energy consumed.,2023-07-12T21:49:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_0d5b32871d5bc6906b4287c8218180841e0651cf394b92b438c6d27c7596ec05,131610,4,5,,rejected_candidate,514616.7,False,True,0.333,1,False,NRMA,Chargefox,"17 Stewart St, Wollongong NSW 2500, Australia",75.0,4,Innovation Campus - University of Wollongong,Off Innovation Way,,North Wollongong,2500,CCS (Type 2) | Type I (AS 3112),3.45 | 180,3,2,Operational,Public,Free,2024-07-30T05:30:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_0d5b32871d5bc6906b4287c8218180841e0651cf394b92b438c6d27c7596ec05,460474,5,5,,rejected_candidate,516661.7,False,True,0.333,1,False,NRMA,EVX (AU),"17 Stewart St, Wollongong NSW 2500, Australia",75.0,4,Georges Place,Georges Place,,Wollongong,2500,Type 2 (Socket Only),22,2,2,Operational,Public - Membership Required,0.55,2025-08-25T07:52:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_0d5b32871d5bc6906b4287c8218180841e0651cf394b92b438c6d27c7596ec05,131841,6,5,,rejected_candidate,517232.2,False,True,0.333,1,False,NRMA,(Business Owner at Location),"17 Stewart St, Wollongong NSW 2500, Australia",75.0,4,Wollongong Central - P1 Basement Car Park,71 Market Street,,Wollongong ,2500,Unknown,,1,0,Operational,Public,Free,2025-08-25T07:52:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_c6d52ecc3b33435845304ad1cff1975b727bbad8567ece427d09c12d4959c1e3,489555,1,14,14,operator_postcode_address,1284.1,True,True,1.0,4,True,Exploren,Exploren,"173 The Vineyards Rd, Lake George, 2581",60.0,2,Lake George Winery,173 The Vineyards Road,,Lake George,2581,CCS (Type 2),60,2,1,Operational,Public - Membership Required,$0.58/kWh,2026-05-18T12:30:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_postcode_address.,,
ev_5178ef2bbe95e772345a5651aaaab94ab880a4bcc7fc797a8d8b180a576e0692,190680,1,12,3,operator_postcode_address,350950.8,True,True,0.667,2,True,NRMA,NRMA,"18 Dandaloo St, Nyngan, NSW 2825, Australia",75.0,4,Nyngan [NRMA],18 Cobar Street,,Nyngan,2825,CCS (Type 2) | CHAdeMO,50,2,1,Operational,Public,Currently free but will be fee at some point for non NRMA Members,2022-12-23T23:20:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_postcode_address.,,
ev_5178ef2bbe95e772345a5651aaaab94ab880a4bcc7fc797a8d8b180a576e0692,266500,2,9,,rejected_candidate,26.6,True,False,0.0,0,True,NRMA,NRMA,"18 Dandaloo St, Nyngan, NSW 2825, Australia",75.0,4,NRMA Scone,116 Liverpool Street,,Scone,2337,CCS (Type 2) | CHAdeMO,50,2,1,Operational,Public - Membership Required,FREE,2023-06-08T03:24:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,272598,1,8,0,manual_review,889190.3,True,False,0.5,1,False,Chargefox,Chargefox,"18 Silver St, Sydney, 2031",42.0,2,George Town Council Chambers,16 - 18 Anne Street,,George Town,7253,CCS (Type 2) | CHAdeMO,75,2,1,Operational,Public - Membership Required,$0.40 - $0.55/kWh,2024-09-27T12:46:00Z,Open Charge Map Contributors,manual_review,Top candidate has partial evidence but does not satisfy the high-confidence rule.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,498406,2,8,,rejected_candidate,1261619.6,True,False,0.5,1,False,Chargefox,Chargefox,"18 Silver St, Sydney, 2031",42.0,2,Leigh Creek South Motors,18 Black Oak Dr,,Leigh Creek,5731,CCS (Type 2) | Type 2 (Socket Only),7 | 150,4,1,Operational,Public - Membership Required,,2026-07-12T00:34:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,148115,3,8,,rejected_candidate,3288677.9,True,False,0.5,1,False,Chargefox,Chargefox,"18 Silver St, Sydney, 2031",42.0,2,Horizon Power Bentley Head Office,18 Brodie-Hall Drive,,Bentley,6102,Type 2 (Socket Only),22,2,1,Operational,Public - Membership Required,Free,2023-07-13T23:29:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,272630,4,6,,rejected_candidate,238.3,False,True,0.0,0,True,Chargefox,Evie,"18 Silver St, Sydney, 2031",42.0,2,Royal Randwick,73 Belmore Road,,Randwick,2031,CCS (Type 2) | CHAdeMO,50,4,2,Operational,Public - Membership Required,,2023-07-15T12:06:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,272616,5,5,,rejected_candidate,2590.3,True,False,0.0,0,True,Chargefox,Chargefox,"18 Silver St, Sydney, 2031",42.0,2,NRMA - Sydney,4 Defries Avenue,,Zetland,2017,CCS (Type 2) | CHAdeMO,50 | 350,4,4,Operational,Public - Membership Required,$0.45 - $0.60/kWh,2023-07-15T08:58:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,191062,6,4,,rejected_candidate,2506.5,True,False,0.0,0,False,Chargefox,Chargefox,"18 Silver St, Sydney, 2031",42.0,2,Audi Centre Sydney ,895 South Dowling Street,,Zetland,2017,CCS (Type 2),165,1,1,Operational,Public - Membership Required,$0.70/kWh,2023-07-13T10:51:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,272634,7,1,,rejected_candidate,2454.2,False,False,0.0,0,True,Chargefox,Evie,"18 Silver St, Sydney, 2031",42.0,2,Eastgate Bondi Junction,"91 Spring St , NSW 2022",,Bondi Junction,2022,CCS (Type 2) | CHAdeMO,50,4,2,Operational,Public - Membership Required,,2023-07-15T12:17:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,272689,8,1,,rejected_candidate,2813.6,False,False,0.0,0,True,Chargefox,Evie,"18 Silver St, Sydney, 2031",42.0,2,Dorhauer Lane,Dorhauer Lane,,Woollahra,2025,CCS (Type 2) | CHAdeMO,50,2,1,Operational,Public - Membership Required,,2023-07-16T22:09:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,190875,9,0,,rejected_candidate,1568.2,False,False,0.0,0,False,Chargefox,Jolt,"18 Silver St, Sydney, 2031",42.0,2,Kensington [Jolt],110 Anzac Pde,,Kensington,2033,CCS (Type 2) | CHAdeMO,25,2,1,Operational,Public - Membership Required,$0.00/kWh up to 7 kWh then $0.40/kWh,2023-07-13T10:53:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_e50c3aa62c1d4907fa2bd8baaa91029e29503c6d4a49dd40953f46ac82e8274b,150024,10,0,,rejected_candidate,2553.2,False,False,0.0,0,False,Chargefox,(Unknown Operator),"18 Silver St, Sydney, 2031",42.0,2,Supa Centa Moore Park,,,Kensington,2033,Tesla (Model S/X),17,1,1,Operational,Public,Free,2020-06-10T21:39:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_4e96a6bd56d649faa62716702fd7dec5d2cf56fc831ba2965c043ab0d41a3cf8,265390,1,18,9,operator_postcode_address,18.3,True,True,1.0,4,True,Evie,Evie,"18 Victoria Avenue, Castle Hill NSW 2154",50.0,4,HomeCo Castle Hill,18 Victoria Avenue,,Castle Hill,2154,CCS (Type 2) | CHAdeMO,50,4,2,Operational,Public - Membership Required,$0.45 per kWh. Parking overstay charges may apply,2023-07-15T14:02:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_postcode_address.,,
ev_4e96a6bd56d649faa62716702fd7dec5d2cf56fc831ba2965c043ab0d41a3cf8,271062,2,9,,rejected_candidate,710533.4,True,False,0.5,1,True,Evie,Evie,"18 Victoria Avenue, Castle Hill NSW 2154",50.0,4,Victoria Street,Victoria Street,,Macedon,3440,CCS (Type 2) | CHAdeMO,50,2,1,Operational,Public - Membership Required,$0.45 per kWh,2023-07-10T02:38:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_d62ac77480811c2d5bcf1e5eda7784e8c996c368b3123a9e67ee2a6cce251b62,109340,1,15,15,operator_address_power,0.0,True,False,1.0,3,True,Tesla,Tesla (including non-tesla),"185 Princes Hwy, Narooma , 2546",130.0,8,Narooma Supercharger,185 Princes Highway,,Narooma,,CCS (Type 2),120,4,4,Operational,Public - Membership Required,AUD 0.42/kWh;other tariffs for older cars,2023-08-30T06:15:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_address_power.,,
ev_335e0a18e948eb62f240641f3113b1d4694f01d1b544eec965bc9bea9a3fec84,272686,1,18,12,operator_postcode_address,14.9,True,True,1.0,2,True,Evie,Evie,"188 Raglan St, Sydney, 2088",50.0,4,Raglan Street West,188 Raglan St,,Mosman,2088,CCS (Type 2) | CHAdeMO,50,4,1,Operational,Public - Membership Required,,2023-07-16T22:00:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_postcode_address.,,
ev_335e0a18e948eb62f240641f3113b1d4694f01d1b544eec965bc9bea9a3fec84,191164,2,6,,rejected_candidate,659.0,True,False,0.0,0,True,Evie,Evie,"188 Raglan St, Sydney, 2088",50.0,4,Evie Mosman,6 Myahgah Road,,Mosman,,CHAdeMO | CCS (Type 2),50,2,1,Operational,Public - Membership Required,$0.40/kWh,2023-07-16T22:01:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_ffcb26bd4701f323c2817c64f57fca6f432b8663141c6e337b62779b53168593,171646,1,11,4,combined_evidence,151.1,True,True,0.333,1,False,Tesla,Tesla (including non-tesla),"19 Princes Hwy, Figtree NSW 2525, Australia",175.0,6,Wollongong Supercharger,Figtree Grove Shopping Centre,The Avenue,Figtree,2525,CCS (Type 2),250,6,6,Operational,Public - Membership Required,$0.69/kWh,2023-08-30T06:17:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by combined_evidence.,,
ev_ffcb26bd4701f323c2817c64f57fca6f432b8663141c6e337b62779b53168593,131564,2,7,,rejected_candidate,91.3,False,True,0.333,1,False,Tesla,,"19 Princes Hwy, Figtree NSW 2525, Australia",175.0,6,Figtree Grove Shopping Centre ,The Avenue,,Figtree ,2525,Type 2 (Socket Only),22,2,2,Operational,Public,Free,2023-07-13T23:36:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_ffcb26bd4701f323c2817c64f57fca6f432b8663141c6e337b62779b53168593,235461,3,0,,rejected_candidate,2934.2,False,False,0.0,0,False,Tesla,Evie,"19 Princes Hwy, Figtree NSW 2525, Australia",175.0,6,Wollongong Central - Regent St Carpark,Regent Street,,Wollongong,2500,CCS (Type 2) | CHAdeMO,50,4,1,Operational,Public - Membership Required,50c per kWh energy consumed.,2023-07-12T21:49:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_ff60e67d080d77fe9ededf67c85c7e1f4fad83b746b540018d332a0793562de1,190417,1,11,8,close_address_power,1.7,False,False,1.0,2,True,JOLT,(Unknown Operator),"19 Richmond Rd, Sydney, 2140",25.0,2,Richmond Tavistock No. 3 [Jolt],19 Richmond Road,Strathfield,Sydney,2135,CCS (Type 2) | CHAdeMO,25,2,1,Operational,Public,"Free up to 7kWh, charges thereafter",2022-01-25T14:22:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by close_address_power.,,
ev_ff60e67d080d77fe9ededf67c85c7e1f4fad83b746b540018d332a0793562de1,272618,2,3,,rejected_candidate,1621.2,False,True,0.0,0,False,JOLT,Chargefox,"19 Richmond Rd, Sydney, 2140",25.0,2,ENGIE - DFO Homebush,3 -5 Underwood Road,,Homebush,2140,CCS (Type 2),120,2,2,Operational,Public - Membership Required,$0.45/kWh,2023-07-16T13:41:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_ff60e67d080d77fe9ededf67c85c7e1f4fad83b746b540018d332a0793562de1,191394,3,0,,rejected_candidate,2277.8,False,False,0.0,0,False,JOLT,NRMA,"19 Richmond Rd, Sydney, 2140",25.0,2,NRMA Olympic Park,9 Murray Rose Ave,,Sydney Olympic Park,2127,CCS (Type 2) | CHAdeMO,50,2,1,Operational,Public,Free,2022-02-09T13:05:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_228eef339b0c2905f4ba44059824668359ad72a3c77651be8a36ee31d0a54db3,265390,1,1,1,rejected_candidate,2300.4,False,False,0.0,0,True,BP,Evie,"19 Windsor Rd, Sydney, 2155",75.0,2,HomeCo Castle Hill,18 Victoria Avenue,,Castle Hill,2154,CCS (Type 2) | CHAdeMO,50,4,2,Operational,Public - Membership Required,$0.45 per kWh. Parking overstay charges may apply,2023-07-15T14:02:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_4d6b8dff7317e9dafe5b708263d0986eee6bb518afd0ea10c1156623d90c3523,297042,1,9,9,operator_address_power,16419.6,True,False,0.5,2,True,Ampol,Ampol AmpCharge,"198 Great Western Highway, Hazelbrook, NSW, 2779",125.0,2,AmpCharge Charging Station,78 Great Western Highway,,Glenbrook,2773,CCS (Type 2) | CHAdeMO,150,2,1,Operational,Public - Membership Required,,2024-03-30T04:59:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_address_power.,reject,Hazelbrook and Glenbrook addresses differ; 16.4 km separation.
ev_4d6b8dff7317e9dafe5b708263d0986eee6bb518afd0ea10c1156623d90c3523,266540,2,0,,rejected_candidate,2071.9,False,False,0.0,0,False,Ampol,Evie,"198 Great Western Highway, Hazelbrook, NSW, 2779",125.0,2,Evie Lawson,4-6 New Street,,Lawson,2783,CCS (Type 2) | CHAdeMO,50,4,2,Operational,Public,$0.45 per kWh. ,2023-07-15T13:41:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_017fab597ec7a791a283237a294b0479f14cf09a0e6a4d4fc460ef5e2dfcfcdb,133760,1,9,1,close_coordinates_plus_identity,17.9,False,True,0.333,1,False,Evie,ChargePoint,"1985 Camden Valley Way, Prestons NSW 2170",150.0,4,Woolworths Prestons,Corfield Road,Prestons,Sydney,2170,Type 1 (J1772),6.6,4,4,Operational,Public,Free,2019-12-08T11:44:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by close_coordinates_plus_identity.,,
ev_017fab597ec7a791a283237a294b0479f14cf09a0e6a4d4fc460ef5e2dfcfcdb,272694,2,8,,rejected_candidate,36239.7,True,False,0.5,2,False,Evie,Evie,"1985 Camden Valley Way, Prestons NSW 2170",150.0,4,Northbridge Plaza,9 Eastern Valley Way,,Northbridge,2063,CCS (Type 2) | CHAdeMO,50,4,1,Operational,Public - Membership Required,,2023-07-16T23:09:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_017fab597ec7a791a283237a294b0479f14cf09a0e6a4d4fc460ef5e2dfcfcdb,272688,3,7,,rejected_candidate,4206.3,True,True,0.0,0,False,Evie,Evie,"1985 Camden Valley Way, Prestons NSW 2170",150.0,4,Casula Mall,1 Ingham Dr,,Casula,2170,CCS (Type 2) | CHAdeMO,50,4,2,Operational,Public - Membership Required,,2023-07-16T22:04:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_f48a872bed181fed67846192ef9030161e5dfcba85566c2780ba36905640ab71,272619,1,3,3,rejected_candidate,1451.6,False,True,0.0,0,False,Evie,Chargefox,"2 Coast Hospital Rd, Sydney, 2036",75.0,2,The Heffron Centre,439 Bunnerong Road,,Chifley,2036,CCS (Type 2) | CHAdeMO,25,8,8,Operational,Public - Membership Required,Free - $0.42/kWh,2023-07-15T09:08:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_2b8d11ee6bef9ed765687e832435acfd72174d8440c0e6b8abd683c0f2292ba3,272500,1,18,18,operator_postcode_address,6.1,True,True,1.0,3,True,Evie,Evie,"2 Hercules Street, Murrumbateman, 2582",50.0,2,Murrumbateman Country Inn,2 Hercules Street,,Murrumbateman,2582,CCS (Type 2) | CHAdeMO,50,2,1,Operational,Public - Membership Required,Pricing set to 50c per kWh of charging.,2023-09-18T05:45:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_postcode_address.,,
ev_89beffcb616821fd74c6e8bf7126c5be8c97ef325cab8daaf9b3c38ffbfa6d41,460617,1,18,18,operator_postcode_address,13.1,True,True,1.0,3,True,Tesla,Tesla (including non-tesla),"2 Ocean Dr, Kew, 2439",250.0,8,Kew Tesla Supercharger,2 Ocean Drive,,Kew,2439,CCS (Type 2),250,8,8,Operational,Public - Membership Required,$0.52/kWh - $0.72/kWh,2025-09-01T05:09:00Z,Open Charge Map Contributors,auto_accept,High-confidence top candidate selected by operator_postcode_address.,,
ev_d2fa70f8a621586f74d9f228575a0613f0e0e55a5b4a90e97a0ac0771308a796,190757,1,9,9,manual_review,35460.9,True,False,0.5,1,True,JOLT,Jolt,"2 Premier St, Sydney, 2217",25.0,2,Mona Vale [JOLT],2 Bungan St,,Mona Vale,2103,CCS (Type 2) | CHAdeMO,25,2,1,Operational,Public - Membership Required,$0.00/kWh up to 7 kWh then $0.46/kWh,2023-02-11T08:43:00Z,Open Charge Map Contributors,manual_review,Top candidate has partial evidence but does not satisfy the high-confidence rule.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,272614,1,9,0,manual_review,5781.4,True,False,0.5,1,True,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,Mirvac South Eveleigh,2 Central Avenue,,Eveleigh,2015,CCS (Type 2) | CHAdeMO | Type 2 (Socket Only),22 | 50,8,4,Operational,Public - Membership Required,Free,2023-07-15T07:56:00Z,Open Charge Map Contributors,manual_review,Top candidate has partial evidence but does not satisfy the high-confidence rule.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,258482,2,9,,rejected_candidate,249347.9,True,False,0.5,1,True,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,sgfleet,Building 2,1 Dairy Road,Fyshwick,2609,CHAdeMO | CCS (Type 2),25,2,2,Operational,Public - Membership Required,$0.30/kWh,2023-07-13T09:22:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,210899,3,9,,rejected_candidate,719261.4,True,False,0.5,1,True,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,Middy’s Port Melbourne,2 Thackray Road,,Port Melbourne,3207,CCS (Type 2) | CHAdeMO,25,2,1,Operational,Private - Restricted Access,$0.40 per kWh (at all times),2023-07-05T13:16:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,193937,4,8,,rejected_candidate,116072.8,True,False,0.5,1,False,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,Sportsground No.2 [Chargefox],Smith Street,,Newcastle,2300,Type 2 (Socket Only) | CCS (Type 2),22 | 60,6,5,Partly Operational (Mixed),Public - Membership Required,Free,2023-07-29T09:40:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,272599,5,8,,rejected_candidate,913113.7,True,False,0.5,1,False,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,Inveresk QVMAG Car Park,2 Invermay Road,,Invermay,7250,Type 2 (Socket Only),22,1,1,Operational,Public - Membership Required,$0.30/kWh,2023-07-15T06:46:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,272714,6,8,,rejected_candidate,1153794.5,True,False,0.5,1,False,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,Electric Highway - Dingo,2 Palmer Street,,Dingo,4702,CCS (Type 2) | CHAdeMO | Type 2 (Socket Only),22 | 75,4,1,Operational,Public - Membership Required,,2023-07-17T13:39:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,498404,7,8,,rejected_candidate,1157143.3,True,False,0.5,1,False,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,Steamtown Heritage Rail Centre,1/2 Telford Ave,,Peterborough ,5422,Type 2 (Socket Only),7,3,3,Operational,Public - Membership Required,,2026-07-12T00:17:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,304459,8,8,,rejected_candidate,1169484.4,True,False,0.5,1,False,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,RAA Charge Brickworks,2 Ashwin Parade,,Torrensville,5031,CCS (Type 2) | Type 2 (Socket Only) | CHAdeMO,7 | 200,4,3,Operational,Public - Pay At Location,"DC is Evening peak 68c kWh (5:00pm to 10:00pm), Standard 59c kWh (all other times), AC is Evening peak 32c kWh (5:00pm to 10:00pm), Standard 25c kWh (all other times)",2024-10-14T08:09:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,281065,9,8,,rejected_candidate,1264538.2,True,False,0.5,1,False,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,RAA Charge Wharflands,Lot 2 Warflands Esplanade,,Port Augusta,,CCS (Type 2) | CHAdeMO,200,4,1,Operational,Public - Membership Required,0.59-0.68,2023-12-04T23:49:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,209951,10,8,,rejected_candidate,3318277.6,True,False,0.5,1,False,Chargefox,Chargefox,"2 Riddell St, Sydney, 2023",40.0,2,Butler McDonalds,2 Altrincham Grove,,Butler,6036,CCS (Type 2) | CHAdeMO,124,2,1,Operational,Public,$0.60 per kWh,2024-07-17T15:39:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
ev_403554bb7220cd34e5757cb6ef94dae023b61c885e4ceff82705078f712aacf7,272634,11,1,,rejected_candidate,1172.1,False,False,0.0,0,True,Chargefox,Evie,"2 Riddell St, Sydney, 2023",40.0,2,Eastgate Bondi Junction,"91 Spring St , NSW 2022",,Bondi Junction,2022,CCS (Type 2) | CHAdeMO,50,4,2,Operational,Public - Membership Required,,2023-07-15T12:17:00Z,Open Charge Map Contributors,reject,Not the strongest candidate or evidence is insufficient.,,
